name	resolved	status	has_photo	views_3mo
Sergio Leone	Sergio Leone	OK	1	115358
Ingmar Bergman	Ingmar Bergman	OK	1	145149
Werner Herzog	Werner Herzog	OK	1	275074
Spike Lee	Spike Lee	OK	1	513200
David Lynch	David Lynch	OK	1	558941
John Carpenter	John Carpenter	OK	1	255135
George A. Romero	George A. Romero	OK	1	92745
Sam Raimi	Sam Raimi	OK	1	498530
Robert Rodriguez	Robert Rodriguez	OK	1	153033
Kevin Smith	Kevin Smith	OK	1	220388
Michael Bay	Michael Bay	OK	1	202428
M. Night Shyamalan	M. Night Shyamalan	OK	1	451657
J. J. Abrams	J. J. Abrams	OK	1	561252
Jordan Peele	Jordan Peele	OK	1	455826
Greta Gerwig	Greta Gerwig	OK	1	224750
Sofia Coppola	Sofia Coppola	OK	1	306259
Kathryn Bigelow	Kathryn Bigelow	OK	1	149509
Ang Lee	Ang Lee	OK	1	157247
Bong Joon-ho	Bong Joon Ho	OK	1	152365
Park Chan-wook	Park Chan-wook	OK	1	140464
Zhang Yimou	Zhang Yimou	OK	1	47180
John Woo	John Woo	OK	1	99944
Zack Snyder	Zack Snyder	OK	1	229677
James Gunn	James Gunn	OK	1	446827
Denis Villeneuve	Denis Villeneuve	OK	1	390623
David Cronenberg	David Cronenberg	OK	1	286534
Taika Waititi	Taika Waititi	OK	1	449618
Edgar Wright	Edgar Wright	OK	1	149416
David Fincher	David Fincher	OK	1	383994
Oliver Stone	Oliver Stone	OK	1	183656
Mel Brooks	Mel Brooks	OK	1	842330
John Waters	John Waters	OK	1	240771
Ed Wood	Ed Wood	OK	1	70720
John Hughes	John Hughes	OK	0	176928
Michael Moore	Michael Moore	OK	1	99450
Pedro Almodóvar	Pedro Almodóvar	OK	1	103282
Ron Howard	Ron Howard	OK	1	461120
Jon Favreau	Jon Favreau	OK	1	488200
Todd Phillips	Todd Phillips	OK	1	104261
Cecil B. DeMille	Cecil B. DeMille	OK	1	83660
Shigeru Miyamoto	Shigeru Miyamoto	OK	1	141442
Masahiro Sakurai	Masahiro Sakurai	OK	1	38237
Satoru Iwata	Satoru Iwata	OK	1	59882
Reggie Fils-Aimé	Reggie Fils-Aimé	OK	1	27992
Hideo Kojima	Hideo Kojima	OK	1	176780
Satoshi Tajiri	Satoshi Tajiri	OK	0	62274
Gabe Newell	Gabe Newell	OK	1	300334
John Carmack	John Carmack	OK	1	88542
John Romero	John Romero	OK	1	73236
Sid Meier	Sid Meier	OK	1	41062
Will Wright	Will Wright (game designer)	OK	1	27050
Todd Howard	Todd Howard	OK	1	50373
Stan Lee	Stan Lee	OK	1	644242
Jack Kirby	Jack Kirby	OK	1	199631
Jim Henson	Jim Henson	OK	1	198548
Frank Oz	Frank Oz	OK	1	135336
Matt Groening	Matt Groening	OK	1	145800
Seth MacFarlane	Seth MacFarlane	OK	1	445323
Trey Parker	Trey Parker	OK	1	242014
Matt Stone	Matt Stone	OK	1	102280
Mike Judge	Mike Judge	OK	1	191691
Chuck Jones	Chuck Jones	OK	1	55364
Osamu Tezuka	Osamu Tezuka	OK	1	84657
Akira Toriyama	Akira Toriyama	OK	1	116585
Eiichiro Oda	Eiichiro Oda	OK	0	90216
Lorne Michaels	Lorne Michaels	OK	1	185950
Charlie Chaplin	Charlie Chaplin	OK	1	599479
Buster Keaton	Buster Keaton	OK	1	178791
Stan Laurel	Stan Laurel	OK	1	102219
Oliver Hardy	Oliver Hardy	OK	1	84892
Groucho Marx	Groucho Marx	OK	1	148697
Moe Howard	Moe Howard	OK	1	123932
Curly Howard	Curly Howard	OK	1	128705
Mae West	Mae West	OK	1	119321
Marilyn Monroe	Marilyn Monroe	OK	1	1138794
James Dean	James Dean	OK	1	368777
Marlon Brando	Marlon Brando	OK	1	641485
Humphrey Bogart	Humphrey Bogart	OK	1	376146
Lauren Bacall	Lauren Bacall	OK	1	327676
Clark Gable	Clark Gable	OK	1	341625
Vivien Leigh	Vivien Leigh	OK	1	296955
Cary Grant	Cary Grant	OK	1	432937
Katharine Hepburn	Katharine Hepburn	OK	1	397223
Audrey Hepburn	Audrey Hepburn	OK	1	679680
Bette Davis	Bette Davis	OK	1	283375
Joan Crawford	Joan Crawford	OK	1	257285
Greta Garbo	Greta Garbo	OK	1	153256
Marlene Dietrich	Marlene Dietrich	OK	1	166804
Rita Hayworth	Rita Hayworth	OK	1	369474
Sophia Loren	Sophia Loren	OK	1	328957
Brigitte Bardot	Brigitte Bardot	OK	1	219726
Doris Day	Doris Day	OK	1	259600
James Stewart	James Stewart	OK	1	409082
Ingrid Bergman	Ingrid Bergman	OK	1	309024
Grace Kelly	Grace Kelly	OK	1	469807
Elizabeth Taylor	Elizabeth Taylor	OK	1	690627
Richard Burton	Richard Burton	OK	1	340489
Judy Garland	Judy Garland	OK	1	562326
Gene Kelly	Gene Kelly	OK	1	213540
Fred Astaire	Fred Astaire	OK	1	284686
Ginger Rogers	Ginger Rogers	OK	1	161648
Shirley Temple	Shirley Temple	OK	1	397261
John Wayne	John Wayne	OK	1	518617
Kirk Douglas	Kirk Douglas	OK	1	388072
Charlton Heston	Charlton Heston	OK	1	251466
Sidney Poitier	Sidney Poitier	OK	1	249966
Paul Newman	Paul Newman	OK	1	531655
Robert Redford	Robert Redford	OK	1	575398
Jack Nicholson	Jack Nicholson	OK	1	662813
Al Pacino	Al Pacino	OK	1	745535
Robert De Niro	Robert De Niro	OK	1	849249
Dustin Hoffman	Dustin Hoffman	OK	1	480664
Gene Hackman	Gene Hackman	OK	1	376213
Clint Eastwood	Clint Eastwood	OK	1	1484655
Harrison Ford	Harrison Ford	OK	1	821530
Mark Hamill	Mark Hamill	OK	1	328289
Carrie Fisher	Carrie Fisher	OK	1	544559
Alec Guinness	Alec Guinness	OK	1	214655
Sean Connery	Sean Connery	OK	1	652542
Roger Moore	Roger Moore	OK	1	297687
Pierce Brosnan	Pierce Brosnan	OK	1	666487
Daniel Craig	Daniel Craig	OK	1	605674
Michael Caine	Michael Caine	OK	1	610668
Anthony Hopkins	Anthony Hopkins	OK	1	499474
Ian McKellen	Ian McKellen	OK	1	661251
Patrick Stewart	Patrick Stewart	OK	1	510782
Christopher Lee	Christopher Lee	OK	1	483839
Peter O'Toole	Peter O'Toole	OK	1	376839
Peter Sellers	Peter Sellers	OK	1	230394
Toshiro Mifune	Toshiro Mifune	OK	1	102319
Max von Sydow	Max von Sydow	OK	1	167644
Christopher Reeve	Christopher Reeve	OK	1	480684
Adam West	Adam West	OK	1	163646
Lynda Carter	Lynda Carter	OK	1	178298
Leonard Nimoy	Leonard Nimoy	OK	1	241600
William Shatner	William Shatner	OK	1	621356
George Takei	George Takei	OK	1	165949
James Earl Jones	James Earl Jones	OK	1	330364
Billy Dee Williams	Billy Dee Williams	OK	1	133806
Burt Reynolds	Burt Reynolds	OK	1	494689
Tom Selleck	Tom Selleck	OK	1	489453
David Hasselhoff	David Hasselhoff	OK	1	217358
Farrah Fawcett	Farrah Fawcett	OK	1	376759
Raquel Welch	Raquel Welch	OK	1	271824
Lucille Ball	Lucille Ball	OK	1	400952
Carol Burnett	Carol Burnett	OK	1	432241
Mary Tyler Moore	Mary Tyler Moore	OK	1	239852
Dick Van Dyke	Dick Van Dyke	OK	1	832964
Andy Griffith	Andy Griffith	OK	1	239960
Don Knotts	Don Knotts	OK	1	199526
Henry Winkler	Henry Winkler	OK	1	305610
John Ritter	John Ritter	OK	1	402125
Betty White	Betty White	OK	1	416661
Jackie Gleason	Jackie Gleason	OK	1	182035
Eartha Kitt	Eartha Kitt	OK	1	238075
Angela Lansbury	Angela Lansbury	OK	1	417101
Liza Minnelli	Liza Minnelli	OK	1	458294
Bette Midler	Bette Midler	OK	1	248668
Val Kilmer	Val Kilmer	OK	1	778213
Michael Keaton	Michael Keaton	OK	1	472041
Michael Douglas	Michael Douglas	OK	1	573255
Kevin Costner	Kevin Costner	OK	1	597330
Kurt Russell	Kurt Russell	OK	1	666335
Jeff Bridges	Jeff Bridges	OK	1	397500
John Goodman	John Goodman	OK	1	444522
Tommy Lee Jones	Tommy Lee Jones	OK	1	367703
Jeff Goldblum	Jeff Goldblum	OK	1	476386
Danny Glover	Danny Glover	OK	1	338404
Donald Sutherland	Donald Sutherland	OK	1	483064
Kiefer Sutherland	Kiefer Sutherland	OK	1	420171
Leslie Nielsen	Leslie Nielsen	OK	1	253884
Rick Moranis	Rick Moranis	OK	1	294814
John Candy	John Candy	OK	1	370436
Eugene Levy	Eugene Levy	OK	1	265059
Catherine O'Hara	Catherine O'Hara	OK	1	665496
Tom Hanks	Tom Hanks	OK	1	966739
Tom Cruise	Tom Cruise	OK	1	1376782
Brad Pitt	Brad Pitt	OK	1	1212049
George Clooney	George Clooney	OK	1	605727
Leonardo DiCaprio	Leonardo DiCaprio	OK	1	887689
Johnny Depp	Johnny Depp	OK	1	876591
Matt Damon	Matt Damon	OK	1	2424682
Ben Affleck	Ben Affleck	OK	1	1064144
Christian Bale	Christian Bale	OK	1	665300
Matthew McConaughey	Matthew McConaughey	OK	1	841470
Russell Crowe	Russell Crowe	OK	1	495794
Joaquin Phoenix	Joaquin Phoenix	OK	1	582201
Keanu Reeves	Keanu Reeves	OK	1	1187292
Nicolas Cage	Nicolas Cage	OK	1	1048199
John Travolta	John Travolta	OK	1	648664
Samuel L. Jackson	Samuel L. Jackson	OK	1	479131
Morgan Freeman	Morgan Freeman	OK	1	634206
Denzel Washington	Denzel Washington	OK	1	693146
Will Smith	Will Smith	OK	1	562626
Jamie Foxx	Jamie Foxx	OK	1	330212
Forest Whitaker	Forest Whitaker	OK	1	234930
Ben Kingsley	Ben Kingsley	OK	1	421746
Daniel Day-Lewis	Daniel Day-Lewis	OK	1	496338
Hugh Grant	Hugh Grant	OK	1	422699
Ralph Fiennes	Ralph Fiennes	OK	1	656646
Liam Neeson	Liam Neeson	OK	1	667076
Ewan McGregor	Ewan McGregor	OK	1	600723
Hugh Jackman	Hugh Jackman	OK	1	855544
Gerard Butler	Gerard Butler	OK	1	417511
Colin Farrell	Colin Farrell	OK	1	641108
Cillian Murphy	Cillian Murphy	OK	1	630754
Robert Downey Jr.	Robert Downey Jr.	OK	1	871793
Mark Ruffalo	Mark Ruffalo	OK	1	668037
Philip Seymour Hoffman	Philip Seymour Hoffman	OK	1	687095
Ryan Reynolds	Ryan Reynolds	OK	1	987154
Ryan Gosling	Ryan Gosling	OK	1	1530489
Jake Gyllenhaal	Jake Gyllenhaal	OK	1	793551
Heath Ledger	Heath Ledger	OK	1	1054768
Robert Pattinson	Robert Pattinson	OK	1	1798343
Daniel Radcliffe	Daniel Radcliffe	OK	1	534337
Rupert Grint	Rupert Grint	OK	1	276835
Emma Watson	Emma Watson	OK	1	643581
Elijah Wood	Elijah Wood	OK	1	422202
Orlando Bloom	Orlando Bloom	OK	1	594117
Viggo Mortensen	Viggo Mortensen	OK	1	517216
Andy Serkis	Andy Serkis	OK	1	398008
Sean Bean	Sean Bean	OK	1	489311
Hugo Weaving	Hugo Weaving	OK	1	411375
Tom Hardy	Tom Hardy	OK	1	662616
Gary Oldman	Gary Oldman	OK	1	585632
Benedict Cumberbatch	Benedict Cumberbatch	OK	1	411644
Andrew Garfield	Andrew Garfield	OK	1	1171037
Tobey Maguire	Tobey Maguire	OK	1	888365
Kirsten Dunst	Kirsten Dunst	OK	1	771651
Willem Dafoe	Willem Dafoe	OK	1	561768
Alfred Molina	Alfred Molina	OK	1	687514
J. K. Simmons	J. K. Simmons	OK	1	565378
Michael Fassbender	Michael Fassbender	OK	1	621989
James McAvoy	James McAvoy	OK	1	408305
Nicholas Hoult	Nicholas Hoult	OK	1	459291
Evan Peters	Evan Peters	OK	1	343486
Chris Hemsworth	Chris Hemsworth	OK	1	686570
Chris Evans	Chris Evans (actor)	OK	1	634115
Chris Pratt	Chris Pratt	OK	1	870694
Chris Pine	Chris Pine	OK	1	319007
Jason Momoa	Jason Momoa	OK	1	879664
Henry Cavill	Henry Cavill	OK	1	909418
Idris Elba	Idris Elba	OK	1	658165
Michael B. Jordan	Michael B. Jordan	OK	1	609589
Chadwick Boseman	Chadwick Boseman	OK	1	602964
Donald Glover	Donald Glover	OK	1	408917
Pedro Pascal	Pedro Pascal	OK	1	666605
Timothée Chalamet	Timothée Chalamet	OK	1	1574512
Tom Holland	Tom Holland	OK	1	5139436
Zendaya	Zendaya	OK	1	5973517
Jason Statham	Jason Statham	OK	1	1044003
Dwayne The Rock Johnson	Dwayne Johnson	OK	1	1010582
Vin Diesel	Vin Diesel	OK	1	538012
Mark Wahlberg	Mark Wahlberg	OK	1	728605
Wesley Snipes	Wesley Snipes	OK	1	256464
Laurence Fishburne	Laurence Fishburne	OK	1	331968
Danny DeVito	Danny DeVito	OK	1	458808
Joe Pesci	Joe Pesci	OK	1	346451
Ray Liotta	Ray Liotta	OK	1	504291
James Gandolfini	James Gandolfini	OK	1	702418
Steve Buscemi	Steve Buscemi	OK	1	384836
Christopher Walken	Christopher Walken	OK	1	433532
John Malkovich	John Malkovich	OK	1	364166
Woody Harrelson	Woody Harrelson	OK	1	541961
Bryan Cranston	Bryan Cranston	OK	1	576012
Aaron Paul	Aaron Paul	OK	1	433345
Bob Odenkirk	Bob Odenkirk	OK	1	403807
Jon Hamm	Jon Hamm	OK	1	873527
Kit Harington	Kit Harington	OK	1	540837
Emilia Clarke	Emilia Clarke	OK	1	667020
Peter Dinklage	Peter Dinklage	OK	1	476795
Gwendoline Christie	Gwendoline Christie	OK	1	194716
Bradley Cooper	Bradley Cooper	OK	1	757848
Josh Brolin	Josh Brolin	OK	1	728916
Anthony Mackie	Anthony Mackie	OK	1	282210
Sebastian Stan	Sebastian Stan	OK	1	462486
Tom Hiddleston	Tom Hiddleston	OK	1	567278
Dave Bautista	Dave Bautista	OK	1	510346
Karen Gillan	Karen Gillan	OK	1	428408
Zoe Saldaña	Zoe Saldaña	OK	1	1028042
Brie Larson	Brie Larson	OK	1	431706
Elizabeth Olsen	Elizabeth Olsen	OK	1	618191
Paul Bettany	Paul Bettany	OK	1	412758
Paul Rudd	Paul Rudd	OK	1	431804
Jeremy Renner	Jeremy Renner	OK	1	343349
Tilda Swinton	Tilda Swinton	OK	1	318051
Florence Pugh	Florence Pugh	OK	1	1197643
Oscar Isaac	Oscar Isaac	OK	1	474375
Adam Driver	Adam Driver	OK	1	412919
Daisy Ridley	Daisy Ridley	OK	1	317514
John Boyega	John Boyega	OK	1	88422
Hayden Christensen	Hayden Christensen	OK	1	350094
Ian McDiarmid	Ian McDiarmid	OK	1	103239
Warwick Davis	Warwick Davis	OK	1	203470
Diego Luna	Diego Luna	OK	1	257103
Giancarlo Esposito	Giancarlo Esposito	OK	1	554752
Rosario Dawson	Rosario Dawson	OK	1	326639
Ming-Na Wen	Ming-Na Wen	OK	1	252641
Jesse Eisenberg	Jesse Eisenberg	OK	1	379793
Joseph Gordon-Levitt	Joseph Gordon-Levitt	OK	1	400524
Michael Shannon	Michael Shannon	OK	1	302290
Jared Leto	Jared Leto	OK	1	1160906
Zoë Kravitz	Zoë Kravitz	OK	1	829002
Paul Dano	Paul Dano	OK	1	307411
John Turturro	John Turturro	OK	1	344201
Jeffrey Wright	Jeffrey Wright	OK	1	253183
Zachary Levi	Zachary Levi	OK	1	249083
Rachel Zegler	Rachel Zegler	OK	1	379170
David Corenswet	David Corenswet	OK	1	395030
Nathan Fillion	Nathan Fillion	OK	1	574328
Michael Cera	Michael Cera	OK	1	273095
Simu Liu	Simu Liu	OK	1	231970
Awkwafina	Awkwafina	OK	1	332563
Daniel Kaluuya	Daniel Kaluuya	OK	1	219834
Djimon Hounsou	Djimon Hounsou	OK	1	240894
Chiwetel Ejiofor	Chiwetel Ejiofor	OK	1	797316
Angela Bassett	Angela Bassett	OK	1	275909
Letitia Wright	Letitia Wright	OK	1	177199
Winston Duke	Winston Duke	OK	1	107701
Sterling K. Brown	Sterling K. Brown	OK	1	200621
Martin Freeman	Martin Freeman	OK	1	246866
Stanley Tucci	Stanley Tucci	OK	1	784027
Alan Cumming	Alan Cumming	OK	1	729569
Ethan Hawke	Ethan Hawke	OK	1	452486
Hailee Steinfeld	Hailee Steinfeld	OK	1	682489
Vanessa Kirby	Vanessa Kirby	OK	1	657911
Julia Garner	Julia Garner	OK	1	349982
Natasha Lyonne	Natasha Lyonne	OK	1	362096
Rami Malek	Rami Malek	OK	1	554636
Javier Bardem	Javier Bardem	OK	1	1273002
Antonio Banderas	Antonio Banderas	OK	1	409832
Jean Reno	Jean Reno	OK	1	175869
Marion Cotillard	Marion Cotillard	OK	1	247250
Monica Bellucci	Monica Bellucci	OK	1	481457
Roberto Benigni	Roberto Benigni	OK	1	66983
Mads Mikkelsen	Mads Mikkelsen	OK	1	359381
Alexander Skarsgård	Alexander Skarsgård	OK	1	728860
Dolph Lundgren	Dolph Lundgren	OK	1	618257
Ken Watanabe	Ken Watanabe	OK	1	127829
Hiroyuki Sanada	Hiroyuki Sanada	OK	1	201807
Takeshi Kitano	Takeshi Kitano	OK	1	73704
Gong Li	Gong Li	OK	1	89596
Zhang Ziyi	Zhang Ziyi	OK	1	117739
Stephen Chow	Stephen Chow	OK	1	185327
Andy Lau	Andy Lau	OK	1	60808
Song Kang-ho	Song Kang-ho	OK	1	95023
Lee Byung-hun	Lee Byung-hun	OK	1	172201
Lee Jung-jae	Lee Jung-jae	OK	1	84869
Shah Rukh Khan	Shah Rukh Khan	OK	1	449237
Aamir Khan	Aamir Khan	OK	1	726846
Salman Khan	Salman Khan	OK	1	482520
Amitabh Bachchan	Amitabh Bachchan	OK	1	393852
Rajinikanth	Rajinikanth	OK	1	271734
Hrithik Roshan	Hrithik Roshan	OK	1	286238
Akshay Kumar	Akshay Kumar	OK	1	422277
Ranveer Singh	Ranveer Singh	OK	1	300882
Priyanka Chopra	Priyanka Chopra	OK	1	683694
Deepika Padukone	Deepika Padukone	OK	1	328212
Aishwarya Rai	Aishwarya Rai	OK	1	341105
Alia Bhatt	Alia Bhatt	OK	1	402970
Meryl Streep	Meryl Streep	OK	1	910246
Jodie Foster	Jodie Foster	OK	1	575319
Sally Field	Sally Field	OK	1	727301
Diane Keaton	Diane Keaton	OK	1	651368
Goldie Hawn	Goldie Hawn	OK	1	555523
Jane Fonda	Jane Fonda	OK	1	620720
Barbra Streisand	Barbra Streisand	OK	1	607772
Whoopi Goldberg	Whoopi Goldberg	OK	1	380467
Oprah Winfrey	Oprah Winfrey	OK	1	354917
Julia Roberts	Julia Roberts	OK	1	772784
Sandra Bullock	Sandra Bullock	OK	1	1041554
Nicole Kidman	Nicole Kidman	OK	1	963331
Cate Blanchett	Cate Blanchett	OK	1	419694
Kate Winslet	Kate Winslet	OK	1	473735
Emma Thompson	Emma Thompson	OK	1	677679
Helen Mirren	Helen Mirren	OK	1	518677
Judi Dench	Judi Dench	OK	1	380526
Julie Andrews	Julie Andrews	OK	1	599562
Maggie Smith	Maggie Smith	OK	1	377549
Glenn Close	Glenn Close	OK	1	365882
Susan Sarandon	Susan Sarandon	OK	1	534316
Sigourney Weaver	Sigourney Weaver	OK	1	363998
Jamie Lee Curtis	Jamie Lee Curtis	OK	1	550282
Michelle Pfeiffer	Michelle Pfeiffer	OK	1	625376
Demi Moore	Demi Moore	OK	1	663025
Sharon Stone	Sharon Stone	OK	1	476052
Meg Ryan	Meg Ryan	OK	1	386044
Winona Ryder	Winona Ryder	OK	1	483370
Reese Witherspoon	Reese Witherspoon	OK	1	700016
Jennifer Aniston	Jennifer Aniston	OK	1	791890
Matthew Perry	Matthew Perry	OK	1	533060
Matt LeBlanc	Matt LeBlanc	OK	1	303565
David Schwimmer	David Schwimmer	OK	1	270452
Sarah Jessica Parker	Sarah Jessica Parker	OK	1	469350
Angelina Jolie	Angelina Jolie	OK	1	939962
Jennifer Lopez	Jennifer Lopez	OK	1	1262541
Cameron Diaz	Cameron Diaz	OK	1	695652
Drew Barrymore	Drew Barrymore	OK	1	519075
Halle Berry	Halle Berry	OK	1	506489
Charlize Theron	Charlize Theron	OK	1	1433000
Uma Thurman	Uma Thurman	OK	1	486822
Lucy Liu	Lucy Liu	OK	1	368269
Salma Hayek	Salma Hayek	OK	1	595614
Penélope Cruz	Penélope Cruz	OK	1	1033939
Sofía Vergara	Sofía Vergara	OK	1	609224
Anne Hathaway	Anne Hathaway	OK	1	4071534
Natalie Portman	Natalie Portman	OK	1	772884
Scarlett Johansson	Scarlett Johansson	OK	1	1187563
Jennifer Lawrence	Jennifer Lawrence	OK	1	855103
Emma Stone	Emma Stone	OK	1	791314
Kristen Stewart	Kristen Stewart	OK	1	673453
Margot Robbie	Margot Robbie	OK	1	551047
Lupita Nyong'o	Lupita Nyong'o	OK	1	1226354
Viola Davis	Viola Davis	OK	1	385894
Queen Latifah	Queen Latifah	OK	1	274791
Mila Kunis	Mila Kunis	OK	1	513120
Emily Blunt	Emily Blunt	OK	1	1337198
Keira Knightley	Keira Knightley	OK	1	501662
Blake Lively	Blake Lively	OK	1	706015
Gal Gadot	Gal Gadot	OK	1	472919
Megan Fox	Megan Fox	OK	1	716593
Millie Bobby Brown	Millie Bobby Brown	OK	1	1526006
Finn Wolfhard	Finn Wolfhard	OK	1	199922
David Harbour	David Harbour	OK	1	419387
Jenna Ortega	Jenna Ortega	OK	1	497805
Pamela Anderson	Pamela Anderson	OK	1	498826
Alicia Silverstone	Alicia Silverstone	OK	1	308136
Katie Holmes	Katie Holmes	OK	1	535995
Marisa Tomei	Marisa Tomei	OK	1	948881
Kat Dennings	Kat Dennings	OK	1	380729
Michelle Yeoh	Michelle Yeoh	OK	1	294872
Sandra Oh	Sandra Oh	OK	1	197964
Arnold Schwarzenegger	Arnold Schwarzenegger	OK	1	1015377
Sylvester Stallone	Sylvester Stallone	OK	1	1256106
Bruce Willis	Bruce Willis	OK	1	1298732
Mel Gibson	Mel Gibson	OK	1	736605
Jean-Claude Van Damme	Jean-Claude Van Damme	OK	1	331744
Steven Seagal	Steven Seagal	OK	1	394645
Chuck Norris	Chuck Norris	OK	1	574877
Mr. T	Mr. T	OK	1	292889
Carl Weathers	Carl Weathers	OK	1	312398
Lou Ferrigno	Lou Ferrigno	OK	1	197023
Jackie Chan	Jackie Chan	OK	1	468332
Jet Li	Jet Li	OK	1	185791
Bruce Lee	Bruce Lee	OK	1	775233
Ip Man	Ip Man	OK	1	118669
Donnie Yen	Donnie Yen	OK	1	153534
Sammo Hung	Sammo Hung	OK	1	59258
Tony Jaa	Tony Jaa	OK	1	66238
Sonny Chiba	Sonny Chiba	OK	1	61360
Bolo Yeung	Bolo Yeung	OK	1	56284
Chow Yun-fat	Chow Yun-fat	OK	1	98858
Jesse Ventura	Jesse Ventura	OK	1	197494
Bear Grylls	Bear Grylls	OK	1	236350
Eddie Murphy	Eddie Murphy	OK	1	593532
Steve Martin	Steve Martin	OK	1	448872
Chevy Chase	Chevy Chase	OK	1	345912
Bill Murray	Bill Murray	OK	1	328498
Dan Aykroyd	Dan Aykroyd	OK	1	345371
John Belushi	John Belushi	OK	1	346432
Gilda Radner	Gilda Radner	OK	1	189955
Dana Carvey	Dana Carvey	OK	1	94614
Phil Hartman	Phil Hartman	OK	1	273267
Chris Farley	Chris Farley	OK	0	311877
David Spade	David Spade	OK	1	220001
Norm Macdonald	Norm Macdonald	OK	1	360321
Robin Williams	Robin Williams	OK	1	1134681
Jim Carrey	Jim Carrey	OK	1	655939
Adam Sandler	Adam Sandler	OK	1	815567
Mike Myers	Mike Myers	OK	1	460029
Chris Rock	Chris Rock	OK	1	248070
Dave Chappelle	Dave Chappelle	OK	1	218334
Kevin Hart	Kevin Hart	OK	1	466161
Jack Black	Jack Black	OK	1	472814
Ben Stiller	Ben Stiller	OK	1	626293
Owen Wilson	Owen Wilson	OK	1	520553
Steve Carell	Steve Carell	OK	1	554925
Seth Rogen	Seth Rogen	OK	1	501436
Jonah Hill	Jonah Hill	OK	1	372304
Zach Galifianakis	Zach Galifianakis	OK	1	236877
Will Ferrell	Will Ferrell	OK	1	701922
Tina Fey	Tina Fey	OK	1	453614
Amy Poehler	Amy Poehler	OK	1	370112
Kristen Wiig	Kristen Wiig	OK	1	357489
Maya Rudolph	Maya Rudolph	OK	1	369462
Bill Hader	Bill Hader	OK	1	269194
Andy Samberg	Andy Samberg	OK	1	293288
Kenan Thompson	Kenan Thompson	OK	1	204580
Pete Davidson	Pete Davidson	OK	1	436045
Kate McKinnon	Kate McKinnon	OK	1	226078
Bernie Mac	Bernie Mac	OK	1	243857
Martin Lawrence	Martin Lawrence	OK	1	192091
Katt Williams	Katt Williams	OK	1	162850
Tracy Morgan	Tracy Morgan	OK	1	259058
Bill Burr	Bill Burr	OK	1	178240
Bo Burnham	Bo Burnham	OK	1	401743
John Mulaney	John Mulaney	OK	1	337984
Jerry Seinfeld	Jerry Seinfeld	OK	1	389980
Larry David	Larry David	OK	1	632469
Julia Louis-Dreyfus	Julia Louis-Dreyfus	OK	1	578589
Ray Romano	Ray Romano	OK	1	214867
Kevin James	Kevin James	OK	1	360796
Tim Allen	Tim Allen	OK	1	467345
Ted Danson	Ted Danson	OK	1	458391
Kelsey Grammer	Kelsey Grammer	OK	1	528092
Bob Saget	Bob Saget	OK	1	325660
Alfonso Ribeiro	Alfonso Ribeiro	OK	1	136392
George Carlin	George Carlin	OK	1	265129
Richard Pryor	Richard Pryor	OK	1	376508
Rodney Dangerfield	Rodney Dangerfield	OK	1	228102
Bob Hope	Bob Hope	OK	1	146063
Jerry Lewis	Jerry Lewis	OK	1	215560
Don Rickles	Don Rickles	OK	1	357089
Joan Rivers	Joan Rivers	OK	1	214342
Andy Kaufman	Andy Kaufman	OK	1	173315
Sam Kinison	Sam Kinison	OK	1	142424
Gallagher	Gallagher (comedian)	OK	1	68266
Carrot Top	Carrot Top	OK	1	62917
Larry the Cable Guy	Larry the Cable Guy	OK	1	132853
Gabriel Iglesias	Gabriel Iglesias	OK	1	116881
George Lopez	George Lopez	OK	1	160881
Cheech Marin	Cheech Marin	OK	1	141027
Tommy Chong	Tommy Chong	OK	1	164300
Weird Al Yankovic	"Weird Al" Yankovic	OK	1	467696
Pee-wee Herman	Paul Reubens	OK	1	333043
Sacha Baron Cohen	Sacha Baron Cohen	OK	1	850095
Rowan Atkinson	Rowan Atkinson	OK	1	576293
Ricky Gervais	Ricky Gervais	OK	1	330317
John Cleese	John Cleese	OK	1	330031
Eric Idle	Eric Idle	OK	1	132547
Benny Hill	Benny Hill	OK	0	108823
Stephen Fry	Stephen Fry	OK	1	333321
Hugh Laurie	Hugh Laurie	OK	1	386019
Eddie Izzard	Eddie Izzard	OK	1	254218
Billy Connolly	Billy Connolly	OK	1	188263
Jimmy Carr	Jimmy Carr	OK	1	262219
James Corden	James Corden	OK	1	211120
Simon Pegg	Simon Pegg	OK	1	259659
Howie Mandel	Howie Mandel	OK	1	215273
Johnny Carson	Johnny Carson	OK	1	286780
David Letterman	David Letterman	OK	1	217406
Jay Leno	Jay Leno	OK	1	187568
Conan O'Brien	Conan O'Brien	OK	1	378884
Jimmy Fallon	Jimmy Fallon	OK	1	257816
Jimmy Kimmel	Jimmy Kimmel	OK	1	239760
Jon Stewart	Jon Stewart	OK	1	272306
Stephen Colbert	Stephen Colbert	OK	1	227567
John Oliver	John Oliver	OK	1	198792
Trevor Noah	Trevor Noah	OK	1	248392
Ellen DeGeneres	Ellen DeGeneres	OK	1	363045
Larry King	Larry King	OK	1	125286
Howard Stern	Howard Stern	OK	1	210406
Joe Rogan	Joe Rogan	OK	1	385020
Walter Cronkite	Walter Cronkite	OK	1	104373
Barbara Walters	Barbara Walters	OK	1	189542
Dr. Phil	Phil McGraw	OK	1	164678
Judge Judy	Judy Sheindlin	OK	1	234790
Jerry Springer	Jerry Springer	OK	1	168836
