rank,tier,name,section,views_3mo,wikipedia_title,flag
1,S,Cleopatra,ANCIENT & CLASSICAL,2105445,Cleopatra,
2,S,King Henry the Eighth,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",995884,Henry VIII,
3,S,Donald Trump,US PRESIDENTS & POLITICIANS,3465723,Donald Trump,living head of state; image gen may refuse
4,S,Winston Churchill,WORLD LEADERS (HISTORICAL),814460,Winston Churchill,
5,S,Pope Francis,RELIGIOUS & SPIRITUAL,381421,Pope Francis,
6,S,Albert Einstein,"SCIENTISTS, INVENTORS & THINKERS",884148,Albert Einstein,
7,S,Frida Kahlo,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",502992,Frida Kahlo,
8,S,William Shakespeare,WRITERS & PHILOSOPHERS,771219,William Shakespeare,
9,S,Wolfgang Amadeus Mozart,"COMPOSERS, CLASSICAL & STAGE",483749,Wolfgang Amadeus Mozart,
10,S,Stan Lee,"GAME, COMICS & ANIMATION CREATORS",644242,Stan Lee,
11,S,Clint Eastwood,CLASSIC HOLLYWOOD,1484655,Clint Eastwood,
12,S,Robin Williams,COMEDIANS,1134681,Robin Williams,
13,S,Anthony Bourdain,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",1382280,Anthony Bourdain,
14,S,Dolly Parton,ROCK & POP LEGENDS,13022600,Dolly Parton,
15,S,Tupac Shakur,HIP-HOP & R&B,899977,Tupac Shakur,
16,S,Conor McGregor,"BOXING, MMA, WRESTLING & STRENGTH",2059984,Conor McGregor,"lost civil sexual-assault case 2024; kept, borderline"
17,S,IShowSpeed,"INTERNET, STREAMERS & ESPORTS",1084619,IShowSpeed,
18,S,Dario Amodei,AI & MACHINE LEARNING,774589,Dario Amodei,
19,S,The Loch Ness Monster,FICTIONAL & FOLKLORE (public domain only) / Cryptids,188622,Loch Ness Monster,
20,S,Don Quixote,FICTIONAL & FOLKLORE (public domain only) / Literature,296830,Don Quixote,
21,S,The Statue of Liberty,FICTIONAL & FOLKLORE (public domain only) / Art come to life,410449,Statue of Liberty,
22,S,Popeye,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),125847,Popeye,1929 design PD; King Features marks
23,S,Elon Musk,TECH & BUSINESS,2511232,Elon Musk,
24,S,Sylvester Stallone,ACTION & MARTIAL ARTS,1256106,Sylvester Stallone,
25,S,Victor Wembanyama,BASKETBALL,2312557,Victor Wembanyama,
26,S,Babe Ruth,BASEBALL & HOCKEY,408531,Babe Ruth,
27,S,Blackbeard,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",352418,Blackbeard,
28,S,Kim Jong Un,WORLD LEADERS (CURRENT),517865,Kim Jong Un,living head of state; image gen may refuse
29,S,Santa Claus,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,98862,Santa Claus,
30,S,Medusa,FICTIONAL & FOLKLORE (public domain only) / Myth,234717,Medusa,
31,S,Zlatan Ibrahimović,SOCCER,3051058,Zlatan Ibrahimović,
32,S,David Lynch,FILM DIRECTORS,558941,David Lynch,
33,S,Deion Sanders,AMERICAN FOOTBALL,252807,Deion Sanders,
34,S,Anna Wintour,FASHION & MODELS,286268,Anna Wintour,
35,S,Daft Punk,"COUNTRY, EDM & OTHER",267392,Daft Punk,
36,S,Andre Agassi,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",520058,Andre Agassi,
37,S,Tonya Harding,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",164686,Tonya Harding,
38,S,Lady Gaga,MODERN POP,622180,Lady Gaga,
39,S,Keanu Reeves,MODERN ACTORS,1187292,Keanu Reeves,
40,S,Jesus Christ,ANCIENT & CLASSICAL,676202,Jesus,sacred figure; kept
41,S,Napoleon,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",925855,Napoleon,
42,S,George Washington,US PRESIDENTS & POLITICIANS,1387747,George Washington,
43,S,Mahatma Gandhi,WORLD LEADERS (HISTORICAL),594669,Mahatma Gandhi,
44,S,Mother Teresa,RELIGIOUS & SPIRITUAL,352880,Mother Teresa,
45,S,Nikola Tesla,"SCIENTISTS, INVENTORS & THINKERS",537132,Nikola Tesla,
46,S,Yayoi Kusama,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",486695,Yayoi Kusama,
47,S,Friedrich Nietzsche,WRITERS & PHILOSOPHERS,409588,Friedrich Nietzsche,
48,S,Ludwig van Beethoven,"COMPOSERS, CLASSICAL & STAGE",313796,Ludwig van Beethoven,
49,S,Gabe Newell,"GAME, COMICS & ANIMATION CREATORS",300334,Gabe Newell,
50,S,Marilyn Monroe,CLASSIC HOLLYWOOD,1138794,Marilyn Monroe,
51,S,Sacha Baron Cohen,COMEDIANS,850095,Sacha Baron Cohen,
52,S,Kim Kardashian,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",938688,Kim Kardashian,
53,S,Michael Jackson,ROCK & POP LEGENDS,4665484,Michael Jackson,
54,S,Eminem,HIP-HOP & R&B,709632,Eminem,
55,S,John Cena,"BOXING, MMA, WRESTLING & STRENGTH",737808,John Cena,
56,S,MrBeast,"INTERNET, STREAMERS & ESPORTS",706316,MrBeast,
57,S,Sam Altman,AI & MACHINE LEARNING,729455,Sam Altman,
58,S,Bigfoot,FICTIONAL & FOLKLORE (public domain only) / Cryptids,187744,Bigfoot,
59,S,Sherlock Holmes,FICTIONAL & FOLKLORE (public domain only) / Literature,294763,Sherlock Holmes,
60,S,Mona Lisa,FICTIONAL & FOLKLORE (public domain only) / Art come to life,384704,Mona Lisa,
61,S,Betty Boop,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),103219,Betty Boop,1930 design PD; Fleischer marks on modern version
62,S,Steve Jobs,TECH & BUSINESS,846628,Steve Jobs,
63,S,Arnold Schwarzenegger,ACTION & MARTIAL ARTS,1015377,Arnold Schwarzenegger,
64,S,Michael Jordan,BASKETBALL,1063504,Michael Jordan,
65,S,Jaromir Jagr,BASEBALL & HOCKEY,72080,Jaromír Jágr,
66,S,Uncle Sam,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,93512,Uncle Sam,
67,S,The Minotaur,FICTIONAL & FOLKLORE (public domain only) / Myth,168521,Minotaur,
68,S,Diego Maradona,SOCCER,2623425,Diego Maradona,
69,S,Alfred Hitchcock,FILM DIRECTORS,347818,Alfred Hitchcock,
70,S,Marshawn Lynch,AMERICAN FOOTBALL,202462,Marshawn Lynch,
71,S,Karl Lagerfeld,FASHION & MODELS,112925,Karl Lagerfeld,
72,S,Skrillex,"COUNTRY, EDM & OTHER",165971,Skrillex,
73,S,Usain Bolt,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",427181,Usain Bolt,
74,S,Billie Eilish,MODERN POP,576787,Billie Eilish,
75,S,Nicolas Cage,MODERN ACTORS,1048199,Nicolas Cage,
76,S,Julius Caesar,ANCIENT & CLASSICAL,594270,Julius Caesar,
77,S,Queen Elizabeth the First,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",771972,Elizabeth I,
78,S,Theodore Roosevelt,US PRESIDENTS & POLITICIANS,1055258,Theodore Roosevelt,
79,S,Boris Johnson,WORLD LEADERS (HISTORICAL),498595,Boris Johnson,
80,S,Dalai Lama,RELIGIOUS & SPIRITUAL,125960,Dalai Lama,
81,S,Sigmund Freud,"SCIENTISTS, INVENTORS & THINKERS",367236,Sigmund Freud,
82,S,Vincent van Gogh,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",485654,Vincent van Gogh,
83,S,Edgar Allan Poe,WRITERS & PHILOSOPHERS,346080,Edgar Allan Poe,
84,S,Liberace,"COMPOSERS, CLASSICAL & STAGE",214074,Liberace,
85,S,Jim Henson,"GAME, COMICS & ANIMATION CREATORS",198548,Jim Henson,
86,S,William Shatner,CLASSIC HOLLYWOOD,621356,William Shatner,
87,S,Jim Carrey,COMEDIANS,655939,Jim Carrey,
88,S,Gordon Ramsay,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",507443,Gordon Ramsay,
89,S,Madonna,ROCK & POP LEGENDS,1905687,Madonna,
90,S,Diddy,HIP-HOP & R&B,563657,Sean Combs,included per explicit exception
91,S,Muhammad Ali,"BOXING, MMA, WRESTLING & STRENGTH",673826,Muhammad Ali,
92,S,Khaby Lame,"INTERNET, STREAMERS & ESPORTS",105988,Khaby Lame,
93,S,Ilya Sutskever,AI & MACHINE LEARNING,190158,Ilya Sutskever,
94,S,Cthulhu,FICTIONAL & FOLKLORE (public domain only) / Literature,159703,Cthulhu,
95,S,Terracotta Warrior,FICTIONAL & FOLKLORE (public domain only) / Art come to life,162460,Terracotta Army,
96,S,Oswald the Lucky Rabbit,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),75701,Oswald the Lucky Rabbit,1927 design PD; Disney marks
97,S,Mark Zuckerberg,TECH & BUSINESS,532016,Mark Zuckerberg,
98,S,Bruce Lee,ACTION & MARTIAL ARTS,775233,Bruce Lee,
99,S,Shaquille O'Neal,BASKETBALL,867452,Shaquille O'Neal,
100,S,The Grim Reaper,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,80511,Personifications of death,
101,S,Sun Wukong the Monkey King,FICTIONAL & FOLKLORE (public domain only) / Myth,142475,Sun Wukong,
102,S,Ronaldinho,SOCCER,1894103,Ronaldinho,
103,S,John Waters,FILM DIRECTORS,240771,John Waters,
104,S,Rob Gronkowski,AMERICAN FOOTBALL,183534,Rob Gronkowski,
105,S,Steve Aoki,"COUNTRY, EDM & OTHER",155976,Steve Aoki,
106,S,Joey Chestnut,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",317595,Joey Chestnut,
107,S,Post Malone,MODERN POP,398482,Post Malone,
108,S,Dwayne The Rock Johnson,MODERN ACTORS,1010582,Dwayne Johnson,
109,S,Buddha,ANCIENT & CLASSICAL,391871,The Buddha,depiction got a fighting game banned in Malaysia
110,S,Genghis Khan,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",717433,Genghis Khan,
111,S,Abraham Lincoln,US PRESIDENTS & POLITICIANS,935803,Abraham Lincoln,
112,S,Karl Marx,WORLD LEADERS (HISTORICAL),495314,Karl Marx,
113,S,Charles Darwin,"SCIENTISTS, INVENTORS & THINKERS",244854,Charles Darwin,
114,S,Andy Warhol,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",429826,Andy Warhol,
115,S,Mark Twain,WRITERS & PHILOSOPHERS,331746,Mark Twain,
116,S,Luciano Pavarotti,"COMPOSERS, CLASSICAL & STAGE",180526,Luciano Pavarotti,
117,S,Hideo Kojima,"GAME, COMICS & ANIMATION CREATORS",176780,Hideo Kojima,
118,S,Charlie Chaplin,CLASSIC HOLLYWOOD,599479,Charlie Chaplin,
119,S,Eddie Murphy,COMEDIANS,593532,Eddie Murphy,
120,S,Paris Hilton,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",486250,Paris Hilton,
121,S,Elvis Presley,ROCK & POP LEGENDS,1219450,Elvis Presley,
122,S,Snoop Dogg,HIP-HOP & R&B,397077,Snoop Dogg,
123,S,Khabib Nurmagomedov,"BOXING, MMA, WRESTLING & STRENGTH",657734,Khabib Nurmagomedov,
124,S,MySpace Tom,"INTERNET, STREAMERS & ESPORTS",72323,Tom Anderson,
125,S,Geoffrey Hinton,AI & MACHINE LEARNING,145742,Geoffrey Hinton,
126,S,Count Dracula,FICTIONAL & FOLKLORE (public domain only) / Literature,101981,Count Dracula,
127,S,The Scream,FICTIONAL & FOLKLORE (public domain only) / Art come to life,150430,The Scream,
128,S,Felix the Cat,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),67666,Felix the Cat,1919 design PD; marks on modern version
129,S,Jensen Huang,TECH & BUSINESS,496162,Jensen Huang,
130,S,Chuck Norris,ACTION & MARTIAL ARTS,574877,Chuck Norris,
131,S,Dennis Rodman,BASKETBALL,436979,Dennis Rodman,
132,S,Krampus,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,64590,Krampus,
133,S,Anubis,FICTIONAL & FOLKLORE (public domain only) / Myth,129502,Anubis,
134,S,Mario Balotelli,SOCCER,408024,Mario Balotelli,
135,S,Bo Jackson,AMERICAN FOOTBALL,171850,Bo Jackson,
136,S,Deadmau5,"COUNTRY, EDM & OTHER",91773,Deadmau5,
137,S,John Daly,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",177138,John Daly (golfer),
138,S,Lizzo,MODERN POP,212942,Lizzo,
139,S,Jason Momoa,MODERN ACTORS,879664,Jason Momoa,
140,S,Tutankhamun,ANCIENT & CLASSICAL,251517,Tutankhamun,
141,S,Marie Antoinette,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",623064,Marie Antoinette,
142,S,Benjamin Franklin,US PRESIDENTS & POLITICIANS,579522,Benjamin Franklin,
143,S,Pablo Picasso,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",383734,Pablo Picasso,
144,S,Johann Sebastian Bach,"COMPOSERS, CLASSICAL & STAGE",178742,Johann Sebastian Bach,
145,S,Shigeru Miyamoto,"GAME, COMICS & ANIMATION CREATORS",141442,Shigeru Miyamoto,
146,S,John Wayne,CLASSIC HOLLYWOOD,518617,John Wayne,
147,S,Rowan Atkinson,COMEDIANS,576293,Rowan Atkinson,
148,S,Steve Irwin,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",442140,Steve Irwin,
149,S,Freddie Mercury,ROCK & POP LEGENDS,1099701,Freddie Mercury,
150,S,Biggie Smalls,HIP-HOP & R&B,397020,The Notorious B.I.G.,
151,S,Hulk Hogan,"BOXING, MMA, WRESTLING & STRENGTH",595885,Hulk Hogan,
152,S,Pikotaro,"INTERNET, STREAMERS & ESPORTS",11604,Daimaou Kosaka,
153,S,Andrej Karpathy,AI & MACHINE LEARNING,135666,Andrej Karpathy,
154,S,Humpty Dumpty,FICTIONAL & FOLKLORE (public domain only) / Literature,90248,Humpty Dumpty,
155,S,Easter Island Moai,FICTIONAL & FOLKLORE (public domain only) / Art come to life,102040,Moai,
156,S,Tintin,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),28042,Tintin (character),PD in US only; EU copyright to 2054
157,S,Colonel Sanders,TECH & BUSINESS,410188,Colonel Sanders,
158,S,Jackie Chan,ACTION & MARTIAL ARTS,468332,Jackie Chan,
159,S,Yao Ming,BASKETBALL,279669,Yao Ming,
160,S,Ruud Gullit,SOCCER,196969,Ruud Gullit,
161,S,Refrigerator Perry,AMERICAN FOOTBALL,74407,William Perry (American football),
162,S,Marshmello,"COUNTRY, EDM & OTHER",89047,Marshmello,
163,S,Eddie the Eagle,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",138282,Eddie the Eagle,
164,S,Psy,MODERN POP,93795,Psy,
165,S,Dolph Lundgren,MODERN ACTORS,618257,Dolph Lundgren,
166,S,Attila the Hun,ANCIENT & CLASSICAL,226314,Attila,
167,S,Joan of Arc,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",521148,Joan of Arc,
168,S,Bob Ross,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",338053,Bob Ross,
169,S,Masahiro Sakurai,"GAME, COMICS & ANIMATION CREATORS",38237,Masahiro Sakurai,
170,S,Jeff Goldblum,CLASSIC HOLLYWOOD,476386,Jeff Goldblum,
171,S,Jack Black,COMEDIANS,472814,Jack Black,
172,S,Mister Rogers,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",389838,Fred Rogers,
173,S,Prince,ROCK & POP LEGENDS,960983,Prince (musician),
174,S,Vanilla Ice,HIP-HOP & R&B,194609,Vanilla Ice,
175,S,Mike Tyson,"BOXING, MMA, WRESTLING & STRENGTH",591176,Mike Tyson,kept despite 1992 rape conviction; iconic fighter
176,S,Yann LeCun,AI & MACHINE LEARNING,86834,Yann LeCun,
177,S,Pinocchio,FICTIONAL & FOLKLORE (public domain only) / Literature,85316,Pinocchio,
178,S,Venus de Milo,FICTIONAL & FOLKLORE (public domain only) / Art come to life,96850,Venus de Milo,
179,S,Steve Ballmer,TECH & BUSINESS,158941,Steve Ballmer,
180,S,Steven Seagal,ACTION & MARTIAL ARTS,394645,Steven Seagal,
181,S,Muggsy Bogues,BASKETBALL,204526,Muggsy Bogues,
182,S,Troy Polamalu,AMERICAN FOOTBALL,64982,Troy Polamalu,
183,S,Takeru Kobayashi,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",84907,Takeru Kobayashi,
184,S,Willem Dafoe,MODERN ACTORS,561768,Willem Dafoe,
185,S,Moses,ANCIENT & CLASSICAL,221601,Moses,sacred figure; kept
186,S,Vlad the Impaler,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",453095,Vlad the Impaler,
187,S,Salvador Dalí,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",278133,Salvador Dalí,
188,S,Reggie Fils-Aimé,"GAME, COMICS & ANIMATION CREATORS",27992,Reggie Fils-Aimé,
189,S,Betty White,CLASSIC HOLLYWOOD,416661,Betty White,
190,S,Weird Al Yankovic,COMEDIANS,467696,"""Weird Al"" Yankovic",
191,S,RuPaul,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",239756,RuPaul,
192,S,David Bowie,ROCK & POP LEGENDS,850249,David Bowie,
193,S,DJ Khaled,HIP-HOP & R&B,186074,DJ Khaled,
194,S,Tyson Fury,"BOXING, MMA, WRESTLING & STRENGTH",503445,Tyson Fury,
195,S,Lex Fridman,AI & MACHINE LEARNING,77137,Lex Fridman,
196,S,Ebenezer Scrooge,FICTIONAL & FOLKLORE (public domain only) / Literature,81677,Ebenezer Scrooge,
197,S,Jean-Claude Van Damme,ACTION & MARTIAL ARTS,331744,Jean-Claude Van Damme,
198,S,Manute Bol,BASKETBALL,160943,Manute Bol,
199,S,Dave Bautista,MODERN ACTORS,510346,Dave Bautista,
200,S,Leonidas,ANCIENT & CLASSICAL,146284,Leonidas I,
201,S,Rasputin,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",444081,Grigori Rasputin,
202,S,Lucille Ball,CLASSIC HOLLYWOOD,400952,Lucille Ball,
203,S,Pee-wee Herman,COMEDIANS,333043,Paul Reubens,1991/2002 misdemeanors; kept
204,S,Judge Judy,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",234790,Judy Sheindlin,
205,S,Cher,ROCK & POP LEGENDS,701215,Cher,
206,S,Ol' Dirty Bastard,HIP-HOP & R&B,169112,Ol' Dirty Bastard,
207,S,Brock Lesnar,"BOXING, MMA, WRESTLING & STRENGTH",484236,Brock Lesnar,
208,S,Frankenstein's Monster,FICTIONAL & FOLKLORE (public domain only) / Literature,66429,Frankenstein's monster,
209,S,Mr. T,ACTION & MARTIAL ARTS,292889,Mr. T,
210,S,Samuel L. Jackson,MODERN ACTORS,479131,Samuel L. Jackson,
211,S,Henry Winkler,CLASSIC HOLLYWOOD,305610,Henry Winkler,
212,S,Chris Farley,COMEDIANS,311877,Chris Farley,
213,S,Richard Simmons,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",189895,Richard Simmons,
214,S,Ozzy Osbourne,ROCK & POP LEGENDS,687145,Ozzy Osbourne,
215,S,MC Hammer,HIP-HOP & R&B,144214,MC Hammer,
216,S,Andre the Giant,"BOXING, MMA, WRESTLING & STRENGTH",338980,André the Giant,
217,S,Count Orlok,FICTIONAL & FOLKLORE (public domain only) / Literature,56915,Count Orlok,
218,S,Bear Grylls,ACTION & MARTIAL ARTS,236350,Bear Grylls,
219,S,Peter Dinklage,MODERN ACTORS,476795,Peter Dinklage,
220,S,Peter Sellers,CLASSIC HOLLYWOOD,230394,Peter Sellers,
221,S,Tommy Chong,COMEDIANS,164300,Tommy Chong,
222,S,Jerry Springer,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",168836,Jerry Springer,
223,S,Elton John,ROCK & POP LEGENDS,586610,Elton John,
224,S,Flavor Flav,HIP-HOP & R&B,131220,Flavor Flav,
225,S,George Foreman,"BOXING, MMA, WRESTLING & STRENGTH",305206,George Foreman,
226,S,Quasimodo,FICTIONAL & FOLKLORE (public domain only) / Literature,55973,Quasimodo,
227,S,Danny DeVito,MODERN ACTORS,458808,Danny DeVito,
228,S,David Hasselhoff,CLASSIC HOLLYWOOD,217358,David Hasselhoff,
229,S,Cheech Marin,COMEDIANS,141027,Cheech Marin,
230,S,Guy Fieri,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",165853,Guy Fieri,
231,S,Kurt Cobain,ROCK & POP LEGENDS,556108,Kurt Cobain,
232,S,Lil Jon,HIP-HOP & R&B,85321,Lil Jon,
233,S,Ric Flair,"BOXING, MMA, WRESTLING & STRENGTH",271067,Ric Flair,
234,S,The Wicked Witch of the West,FICTIONAL & FOLKLORE (public domain only) / Literature,42219,Wicked Witch of the West,
235,S,Christopher Walken,MODERN ACTORS,433532,Christopher Walken,
236,S,Adam West,CLASSIC HOLLYWOOD,163646,Adam West,
237,S,Larry the Cable Guy,COMEDIANS,132853,Larry the Cable Guy,
238,S,Dr. Phil,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",164678,Phil McGraw,
239,S,Bob Marley,ROCK & POP LEGENDS,502112,Bob Marley,
240,S,Sir Mix-a-Lot,HIP-HOP & R&B,36649,Sir Mix-a-Lot,
241,S,The Undertaker,"BOXING, MMA, WRESTLING & STRENGTH",258756,The Undertaker,
242,S,The Tin Man,FICTIONAL & FOLKLORE (public domain only) / Literature,33273,Tin Woodman,
243,S,Rajinikanth,MODERN ACTORS,271734,Rajinikanth,
244,S,Groucho Marx,CLASSIC HOLLYWOOD,148697,Groucho Marx,
245,S,Benny Hill,COMEDIANS,108823,Benny Hill,
246,S,Elvira,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",164524,Cassandra Peterson,
247,S,Boy George,ROCK & POP LEGENDS,451031,Boy George,
248,S,Rey Mysterio,"BOXING, MMA, WRESTLING & STRENGTH",218895,Rey Mysterio,
249,S,Toshiro Mifune,CLASSIC HOLLYWOOD,102319,Toshiro Mifune,
250,S,Gallagher,COMEDIANS,68266,Gallagher (comedian),
251,S,Snooki,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",130159,Snooki,
252,S,Alice Cooper,ROCK & POP LEGENDS,363123,Alice Cooper,
253,S,Macho Man Randy Savage,"BOXING, MMA, WRESTLING & STRENGTH",216010,Randy Savage,
254,S,Carrot Top,COMEDIANS,62917,Carrot Top,
255,S,Salt Bae,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",77887,Salt Bae,
256,S,Gene Simmons,ROCK & POP LEGENDS,356178,Gene Simmons,
257,S,Hafthor Björnsson,"BOXING, MMA, WRESTLING & STRENGTH",214495,Hafþór Júlíus Björnsson,
258,S,Jack LaLanne,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",75153,Jack LaLanne,
259,S,Slash,ROCK & POP LEGENDS,327038,Slash (musician),
260,S,Ronnie Coleman,"BOXING, MMA, WRESTLING & STRENGTH",203365,Ronnie Coleman,
261,S,Grace Jones,ROCK & POP LEGENDS,264641,Grace Jones,
262,S,Stone Cold Steve Austin,"BOXING, MMA, WRESTLING & STRENGTH",195003,Stone Cold Steve Austin,
263,S,Louis Armstrong,ROCK & POP LEGENDS,221776,Louis Armstrong,
264,S,Eddie Hall,"BOXING, MMA, WRESTLING & STRENGTH",167144,Eddie Hall,
265,S,Sid Vicious,ROCK & POP LEGENDS,214261,Sid Vicious,
266,S,Butterbean,"BOXING, MMA, WRESTLING & STRENGTH",163856,Eric Esch,
267,S,Lemmy,ROCK & POP LEGENDS,186567,Lemmy,
268,S,Rowdy Roddy Piper,"BOXING, MMA, WRESTLING & STRENGTH",154962,Roddy Piper,
269,S,Kenny G,ROCK & POP LEGENDS,98174,Kenny G,
270,S,Kimbo Slice,"BOXING, MMA, WRESTLING & STRENGTH",140788,Kimbo Slice,
271,S,Mick Foley,"BOXING, MMA, WRESTLING & STRENGTH",138727,Mick Foley,
272,S,Ultimate Warrior,"BOXING, MMA, WRESTLING & STRENGTH",109027,Ultimate Warrior,
273,S,Bill Goldberg,"BOXING, MMA, WRESTLING & STRENGTH",95277,Bill Goldberg,
274,S,Jake the Snake Roberts,"BOXING, MMA, WRESTLING & STRENGTH",65821,Jake Roberts,
275,S,Bob Sapp,"BOXING, MMA, WRESTLING & STRENGTH",61408,Bob Sapp,
276,S,Hakuho,"BOXING, MMA, WRESTLING & STRENGTH",42268,Hakuhō Shō,
277,S,Charles Atlas,"BOXING, MMA, WRESTLING & STRENGTH",23992,Charles Atlas,
278,A,Christopher Columbus,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",512838,Christopher Columbus,
279,A,Charles Manson,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",1266639,Charles Manson,
280,A,Narendra Modi,WORLD LEADERS (CURRENT),843184,Narendra Modi,living head of state; image gen may refuse
281,A,Queen Elizabeth the Second,BRITISH ROYALS,1562930,Elizabeth II,
282,A,Edward Snowden,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",510746,Edward Snowden,
283,A,Amelia Earhart,ASTRONAUTS & AVIATORS,393806,Amelia Earhart,
284,A,Jeff Bezos,TECH & BUSINESS,3321950,Jeff Bezos,
285,A,Zendaya,MODERN ACTORS,5973517,Zendaya,
286,A,Bruce Willis,ACTION & MARTIAL ARTS,1298732,Bruce Willis,
287,A,Shakira,MODERN POP,3635151,Shakira,
288,A,Shania Twain,"COUNTRY, EDM & OTHER",689127,Shania Twain,
289,A,LeBron James,BASKETBALL,2357280,LeBron James,
290,A,Travis Kelce,AMERICAN FOOTBALL,1100222,Travis Kelce,
291,A,Erling Haaland,SOCCER,10648295,Erling Haaland,
292,A,Shohei Ohtani,BASEBALL & HOCKEY,697800,Shohei Ohtani,
293,A,Novak Djokovic,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",1526167,Novak Djokovic,
294,A,Baba Yaga,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,149562,Baba Yaga,
295,A,Odysseus,FICTIONAL & FOLKLORE (public domain only) / Myth,2018502,Odysseus,
296,A,Robin Hood,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,380117,Robin Hood,
297,A,King Lear,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,112274,King Lear,
298,A,Homer,ANCIENT & CLASSICAL,1480551,Homer,
299,A,Barack Obama,US PRESIDENTS & POLITICIANS,1452152,Barack Obama,
300,A,Che Guevara,WORLD LEADERS (HISTORICAL),780627,Che Guevara,
301,A,David Attenborough,"SCIENTISTS, INVENTORS & THINKERS",711622,David Attenborough,
302,A,George R. R. Martin,WRITERS & PHILOSOPHERS,683298,George R. R. Martin,
303,A,Steven Spielberg,FILM DIRECTORS,1493716,Steven Spielberg,
304,A,Travis Scott,HIP-HOP & R&B,752906,Travis Scott,
305,A,Martin Luther,RELIGIOUS & SPIRITUAL,294310,Martin Luther,
306,A,Robert De Niro,CLASSIC HOLLYWOOD,849249,Robert De Niro,
307,A,Adam Sandler,COMEDIANS,815567,Adam Sandler,
308,A,Kylie Jenner,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",832306,Kylie Jenner,
309,A,Kai Cenat,"INTERNET, STREAMERS & ESPORTS",249061,Kai Cenat,
310,A,Daniela Amodei,AI & MACHINE LEARNING,347228,Daniela Amodei,
311,A,Mothman,FICTIONAL & FOLKLORE (public domain only) / Cryptids,124693,Mothman,
